diâmetro,peso
8.76,400.0
10.01,299.67
9.36,363.31
11.04,326.18
9.08,355.55
10.41,392.13
11.51,400.0
10.38,380.05
9.36,361.8
11.91,336.41
8.25,357.29
10.11,400.0
10.45,348.21
10.52,314.56
10.72,285.21
11.23,370.52
10.46,359.89
10.06,324.16
10.01,391.04
9.77,333.13
11.45,344.61
9.72,349.33
11.52,335.96
10.52,359.43
9.87,396.06
11.24,304.3
9.63,369.54
11.27,356.89
10.76,356.15
9.78,384.87
11.13,351.97
11.16,369.21
11.89,378.63
11.66,329.83
11.09,361.97
9.15,339.97
12.0,344.69
8.82,337.12
11.64,368.84
11.02,353.27
9.09,365.78
10.35,349.3
10.41,285.84
12.0,351.25
9.64,352.54
10.19,359.7
8.0,326.25
12.0,302.18
9.22,374.98
10.89,339.06
10.38,356.85
10.38,338.74
11.47,349.76
12.0,332.03
10.8,311.28
11.29,368.95
10.89,325.88
11.72,356.56
9.94,366.42
11.79,326.53
11.83,301.84
11.8,400.0
9.71,328.89
10.3,374.94
10.79,400.0
8.85,381.6
12.0,337.98
10.49,347.32
10.84,316.7
9.81,385.27
8.91,372.65
9.78,329.42
10.76,308.31
11.31,297.15
10.69,389.46
10.92,354.81
10.1,358.6
11.1,317.08
12.0,291.46
11.35,388.5
11.47,351.68
10.85,386.29
8.7,334.56
9.25,340.53
11.05,378.53
10.49,379.29
11.03,381.9
12.0,338.19
11.37,374.58
12.0,394.36
10.61,345.81
9.53,329.46
10.43,400.0
9.53,323.82
12.0,375.18
11.45,347.66
11.12,276.34
11.98,395.14
8.08,239.69
11.21,270.63
8.93,371.09
10.49,371.08
10.13,324.5
11.29,355.91
10.77,248.74
12.0,378.28
9.78,359.99
11.35,348.17
10.69,350.83
8.54,369.73
9.4,348.84
10.32,275.04
11.83,400.0
11.06,398.03
9.1,298.6
10.33,336.19
12.0,340.56
10.63,393.15
10.11,263.63
11.09,330.04
11.42,279.57
9.95,338.6
11.1,331.1
10.11,353.19
11.36,325.81
10.7,319.96
11.08,374.79
9.59,368.19
9.51,372.06
11.63,342.92
10.4,327.13
10.84,345.25
10.13,370.05
11.58,262.93
9.77,365.76
10.34,362.37
11.44,352.49
11.91,344.03
9.87,247.36
12.0,332.41
10.88,400.0
9.25,350.52
10.94,337.71
10.04,350.68
11.02,364.19
10.45,376.35
10.59,340.84
9.41,367.0
11.69,400.0
9.11,390.25
9.17,400.0
10.94,323.73
12.0,400.0
10.08,318.37
11.34,364.14
11.79,379.3
11.48,329.57
10.13,353.52
9.19,386.42
8.0,321.59
10.18,400.0
11.91,294.62
9.15,400.0
11.34,390.05
9.36,346.41
10.63,333.89
11.35,329.72
9.71,344.57
10.7,348.06
10.0,400.0
11.35,400.0
10.78,357.98
10.57,316.17
12.0,328.17
11.29,342.68
9.67,308.8
10.4,302.84
10.41,400.0
10.6,362.1
12.0,316.67
10.95,382.66
8.06,302.87
9.85,306.16
8.18,317.88
10.1,400.0
8.12,339.88
9.45,252.33
8.68,398.4
10.96,337.74
10.5,276.02
10.86,337.33
10.37,370.84
8.83,366.16
11.12,400.0
12.0,315.89
10.99,351.87
9.99,322.02
8.79,288.31
9.41,385.42
11.04,368.53
11.79,361.35
10.81,367.07
11.46,322.58
11.35,309.77
11.11,351.51
9.71,396.45
10.71,400.0
9.48,381.82
10.52,351.17
10.9,360.79
12.0,350.46
8.93,308.96
11.08,350.99
12.0,296.61
11.41,345.04
11.5,400.0
11.21,382.91
12.0,313.08
9.2,347.1
8.84,316.62
10.49,347.5
8.0,391.64
11.98,376.12
11.96,400.0
9.98,397.7
10.06,358.16
10.41,377.09
10.56,341.9
10.65,304.9
11.17,400.0
10.29,390.36
11.63,340.36
11.04,360.96
9.77,399.64
12.0,383.85
8.87,291.48
10.39,359.74
11.66,343.29
9.63,394.52
10.87,391.24
11.15,400.0
9.47,305.28
10.41,318.64
10.31,394.56
9.84,326.33
12.0,289.14
9.58,371.3
11.71,328.11
10.03,400.0
9.2,361.85
10.62,356.41
11.28,335.23
11.6,400.0
12.0,364.34
12.0,333.66
10.8,318.24
9.7,347.06
11.04,310.89
10.18,391.16
11.61,277.67
8.94,344.42
12.0,374.41
11.53,363.68
8.48,321.31
9.65,376.41
11.48,314.56
11.91,349.1
8.97,376.07
11.36,368.52
8.16,323.0
10.39,397.9
11.83,353.47
9.84,379.72
8.69,400.0
10.68,394.7
9.77,394.81
11.26,357.71
9.44,381.76
9.57,358.54
8.07,301.63
10.7,362.11
10.31,360.25
9.07,373.35
10.73,344.88
11.73,319.54
10.24,376.26
10.82,297.47
10.83,400.0
9.05,340.74
12.0,359.82
9.93,372.34
11.29,373.63
11.42,293.64
10.33,382.96
11.23,362.13
10.79,324.59
8.8,320.01
10.1,336.64
9.76,298.05
9.95,400.0
8.94,400.0
11.85,368.07
12.0,341.06
11.67,342.12
12.0,380.32
10.09,400.0
9.74,327.18
9.57,305.3
11.27,400.0
10.77,278.51
10.41,309.66
12.0,340.13
10.99,287.58
9.49,394.49
9.68,384.28
11.32,327.01
11.75,400.0
11.16,400.0
12.0,345.47
12.0,331.97
11.03,400.0
9.49,378.85
8.93,360.25
10.04,400.0
11.4,362.08
12.0,329.78
11.0,353.21
11.9,391.55
10.21,270.31
11.25,338.48
11.49,400.0
8.12,329.53
10.0,400.0
11.64,400.0
10.83,347.38
9.06,327.26
8.0,338.51
10.06,400.0
10.41,400.0
9.44,355.02
10.67,325.67
11.11,354.68
11.3,359.75
8.0,300.27
8.92,353.2
10.13,400.0
11.19,278.03
11.09,383.06
11.07,400.0
10.04,327.58
10.11,400.0
9.63,322.39
11.42,367.64
9.4,337.73
11.52,337.72
10.75,325.31
10.45,377.94
9.71,383.95
8.87,347.42
9.72,295.6
10.1,366.13
8.0,366.88
10.26,341.33
11.61,400.0
11.18,287.44
9.9,261.31
10.56,320.77
9.83,378.42
10.68,307.77
12.0,310.76
11.66,388.04
11.12,368.5
9.91,365.08
11.4,381.26
8.48,332.99
10.2,334.84
11.2,382.39
11.39,296.2
11.3,264.29
10.85,332.67
10.27,387.23
11.15,360.22
9.36,384.29
9.49,269.35
10.57,362.62
10.71,376.15
8.31,295.97
11.05,384.48
11.43,345.54
10.41,400.0
12.0,262.91
9.68,400.0
10.07,334.23
10.03,285.31
10.41,328.92
10.11,361.1
8.81,391.5
9.84,400.0
10.38,400.0
11.97,311.38
12.0,395.21
12.0,365.65
9.57,323.82
9.67,341.52
10.31,321.61
12.0,351.48
10.3,320.81
8.91,308.88
9.9,369.16
11.41,375.15
11.33,342.5
10.26,400.0
11.32,339.58
8.0,337.89
10.62,376.42
11.53,344.7
9.5,353.39
9.5,249.18
8.26,350.67
12.0,276.91
9.64,301.16
10.79,296.59
11.22,308.3
12.0,328.05
10.32,330.54
9.85,376.57
10.71,358.9
12.0,273.96
10.3,353.33
9.35,362.73
8.65,336.86
9.03,347.56
11.54,357.61
10.12,380.58
9.77,287.0
9.64,340.23
10.6,400.0
10.21,400.0
10.17,384.04
12.0,371.47
12.0,400.0
8.57,400.0
10.89,344.84
9.57,311.22
10.2,339.19
10.87,400.0
10.24,287.23
10.78,331.18
11.31,293.49
10.85,354.99
9.72,301.89
9.74,345.65
8.77,272.0
9.48,374.7
12.0,398.89
9.55,334.64
9.07,344.59
10.88,343.46
10.37,357.24
10.27,348.47
12.0,380.72
11.16,399.32
9.86,317.44
9.99,337.63
9.9,386.06
11.55,293.13
10.13,271.17
8.35,359.05
10.44,369.85
8.66,321.11
12.0,326.85
9.34,319.59
10.31,315.32
10.81,377.74
10.15,302.78
10.15,339.38
11.01,313.79
12.0,291.79
11.42,384.81
12.0,329.21
9.24,357.54
10.88,289.68
10.69,320.32
10.92,380.24
12.0,400.0
10.24,270.95
10.01,341.96
11.14,366.49
8.37,325.36
10.22,383.98
10.34,315.33
9.4,356.15
11.77,329.12
9.23,398.78
10.34,322.95
10.85,335.93
12.0,387.83
10.49,308.88
11.62,352.75
11.34,277.1
10.65,306.48
9.19,365.29
8.78,310.37
10.63,328.22
9.85,369.72
11.6,326.83
11.4,382.91
10.28,358.63
9.11,367.43
11.11,399.64
9.28,362.79
9.59,400.0
9.32,386.45
10.33,329.06
11.9,400.0
10.49,360.55
9.97,334.21
8.67,361.14
11.16,394.49
9.56,368.2
10.64,400.0
10.07,393.46
11.51,370.93
10.31,308.96
10.43,342.81
11.08,352.87
12.0,377.87
11.57,375.49
10.39,356.78
10.5,354.81
9.87,378.82
9.36,315.66
9.84,400.0
9.57,268.11
11.28,400.0
9.21,348.19
12.0,390.1
11.4,364.55
10.52,363.84
10.5,372.17
9.83,382.36
10.82,336.85
11.81,391.39
9.66,306.62
8.66,349.79
11.34,383.44
10.89,389.8
9.16,368.43
9.62,334.26
9.47,385.87
9.63,323.23
10.11,400.0
10.18,346.61
9.72,288.41
9.59,302.21
10.23,351.75
10.7,355.59
10.12,400.0
11.89,308.46
11.11,351.58
8.59,307.62
11.13,330.29
11.23,400.0
9.98,304.55
8.71,373.48
10.51,365.72
10.49,349.03
9.15,370.78
8.76,303.6
10.39,400.0
10.22,400.0
10.0,351.88
10.4,400.0
9.18,334.04
9.98,366.02
11.14,400.0
10.08,331.64
8.49,294.74
9.93,285.53
9.22,400.0
10.82,328.84
10.88,342.57
8.51,305.49
11.41,387.93
9.17,318.74
12.0,330.35
10.44,361.98
9.0,307.44
9.13,342.86
10.92,400.0
10.03,367.13
10.38,355.22
12.0,358.59
9.66,334.43
10.57,400.0
12.0,317.51
10.82,358.44
8.57,354.6
11.11,390.35
9.1,394.13
12.0,348.72
9.51,361.63
12.0,363.14
12.0,259.11
9.54,286.44
10.52,325.8
11.4,327.54
11.44,302.03
11.03,379.98
12.0,350.08
10.35,341.41
10.06,299.75
10.08,348.22
11.53,244.93
10.94,343.48
10.85,352.53
11.45,359.68
8.04,287.44
10.87,358.99
10.76,308.34
12.0,317.5
8.67,378.72
12.0,400.0
10.59,352.05
11.09,317.32
12.0,357.55
11.17,387.56
10.98,374.84
10.79,400.0
9.92,321.39
10.47,360.09
9.64,400.0
10.45,400.0
8.0,272.0
11.01,349.87
10.35,400.0
10.1,400.0
10.76,378.15
8.78,335.29
12.0,309.63
10.38,400.0
10.32,379.15
9.34,316.08
10.53,341.87
12.0,362.41
11.74,371.75
11.53,314.02
11.16,325.43
10.07,283.88
8.76,391.59
10.26,336.34
10.22,368.65
11.76,400.0
10.87,358.79
12.0,345.48
11.94,357.76
9.95,352.53
8.35,399.85
12.0,362.43
12.0,328.22
8.86,391.91
12.0,399.22
10.96,296.47
10.69,400.0
12.0,364.59
12.0,361.33
11.28,390.26
11.07,327.32
11.24,388.17
10.02,334.93
10.43,291.0
9.42,310.09
10.1,372.68
10.06,312.18
9.74,400.0
10.66,397.57
10.11,400.0
11.1,354.99
8.55,360.31
10.36,302.25
10.66,389.83
10.13,365.19
10.29,372.69
8.6,400.0
10.93,325.76
11.28,344.95
11.09,363.07
11.75,312.58
10.74,342.5
11.07,369.72
10.69,336.98
11.33,400.0
8.61,289.56
9.43,394.91
12.0,376.45
8.0,327.25
10.33,313.02
11.91,266.79
10.39,318.19
10.01,391.89
10.66,347.76
10.08,396.52
10.54,325.21
9.68,378.28
11.83,321.3
12.0,311.38
10.34,345.71
8.84,323.4
9.87,288.29
10.28,342.71
11.11,354.26
9.29,400.0
9.58,387.47
11.11,398.8
11.63,378.81
9.75,363.3
8.9,300.84
12.0,355.99
11.44,373.87
10.18,400.0
11.54,377.45
10.35,399.62
11.54,308.72
10.69,336.94
10.61,367.17
10.36,396.44
8.76,344.19
12.0,346.7
9.37,377.49
8.87,304.97
10.24,400.0
9.35,314.83
10.44,273.26
11.33,350.4
11.69,400.0
11.48,373.46
10.13,380.04
10.56,351.66
10.99,343.9
8.39,288.2
11.18,259.62
8.75,357.85
12.0,400.0
10.01,363.77
10.28,374.94
9.58,400.0
9.74,363.15
12.0,345.09
11.63,317.26
8.64,400.0
12.0,371.06
11.93,312.26
10.16,303.15
10.87,400.0
10.48,308.5
12.0,400.0
9.54,239.74
10.68,400.0
9.99,369.48
8.78,354.74
12.0,342.98
9.08,400.0
10.76,378.28
8.41,313.87
10.02,281.24
11.01,357.09
9.51,349.96
11.2,289.21
10.18,347.78
11.89,327.04
12.0,350.37
9.8,379.04
10.59,400.0
10.72,386.36
11.24,321.14
10.52,364.76
10.73,352.52
10.21,296.71
10.64,365.93
12.0,400.0
11.28,351.3
11.34,286.23
11.37,351.21
10.32,301.45
10.88,384.54
9.2,370.99
12.0,343.16
8.0,336.75
10.4,341.51
11.87,350.33
8.86,319.11
10.98,294.49
9.68,395.55
10.06,334.58
11.64,356.68
10.74,361.41
8.06,362.88
9.33,303.05
11.67,282.97
11.04,326.45
12.0,365.83
12.0,320.88
10.09,335.8
12.0,400.0
10.53,276.18
9.34,319.8
9.74,400.0
8.0,348.22
12.0,321.76
12.0,396.75
9.28,352.21
10.23,336.07
10.61,357.69
9.35,323.68
8.39,309.3
10.25,345.46
10.11,309.56
10.03,350.43
10.77,364.18
12.0,384.12
10.14,395.12
10.7,333.77
11.37,369.98
11.16,369.7
9.76,363.11
10.62,330.82
11.16,308.88
9.15,370.08
12.0,281.73
12.0,339.29
9.63,247.85
10.73,296.54
11.27,314.91
9.85,393.87
11.08,377.52
10.7,327.84
8.74,379.17
11.05,385.5
9.18,343.57
11.63,294.62
9.69,341.68
10.31,346.08
12.0,300.7
11.1,364.68
9.2,361.19
9.28,367.8
9.78,361.16
10.97,379.19
10.93,342.83
9.49,358.07
9.1,334.09
10.84,326.62
10.28,400.0
12.0,268.25
10.54,385.07
12.0,325.18
9.1,320.0
8.61,360.46
9.16,290.42
11.93,317.36
12.0,316.03
9.56,341.14
9.95,317.83
9.1,400.0
8.33,400.0
11.36,269.12
10.77,371.77
10.51,384.35
8.82,371.72
12.0,323.68
9.9,340.24
11.14,320.07
8.75,333.19
10.27,301.6
10.85,345.41
10.89,289.89
10.69,341.99
11.09,300.06
9.14,358.27
10.74,322.82
10.64,361.62
10.78,393.26
10.59,400.0
8.97,248.88
8.92,316.63
8.0,337.88
11.48,368.41
11.49,283.99
11.51,310.72
10.87,355.21
8.0,353.4
9.27,365.1
10.7,367.75
10.66,363.54
10.23,357.75
10.94,352.23
10.51,376.59
10.64,260.43
9.73,400.0
11.68,261.82
9.98,306.83
8.9,340.93
9.57,376.9
10.08,230.19
11.69,348.88
10.45,381.7
10.28,389.78
9.0,322.11
11.44,337.97
9.72,325.35
10.38,334.29
12.0,308.73
11.11,314.43
8.55,367.38
8.38,355.26
10.42,369.66
9.04,358.56
11.28,378.17
10.55,385.13
10.7,280.33
9.65,315.83
12.0,340.74
12.0,349.09
10.17,323.2
10.92,386.48
10.62,400.0
10.19,357.45
9.5,353.37
9.2,383.98
9.14,275.37
10.99,351.14
9.88,389.16
8.0,324.27
11.03,300.94
10.45,342.57
12.0,347.57
10.95,313.65
8.73,400.0
8.0,330.85
9.64,303.85
9.75,346.26
11.63,386.31
10.49,350.7
11.86,369.42
8.91,315.14
11.66,400.0
11.37,372.47
8.08,391.91
12.0,364.61
10.61,383.0
10.97,315.08
9.46,330.34
12.0,400.0
9.08,400.0
11.5,304.12
11.48,359.99
9.33,332.76
12.0,322.12
10.78,361.39
11.28,395.64
8.67,368.07
12.0,337.22
9.03,370.59
11.73,335.6
9.31,366.48
9.76,400.0
11.45,266.91
11.73,381.89
8.97,288.44
11.81,399.13
11.75,324.52
9.37,301.29
12.0,377.81
8.75,364.57
9.75,310.03
11.07,299.88
9.48,342.5
10.82,301.84
10.79,307.54
10.28,354.62
11.5,311.37
10.23,367.06
10.78,400.0
11.88,344.06
11.45,355.21
11.44,400.0
9.12,302.5
11.13,397.65
9.45,392.83
8.96,384.17
10.41,400.0
9.41,361.22
11.45,326.68
11.48,393.78
8.22,395.31
9.51,394.21
8.75,351.78
9.94,321.35
11.05,357.65
10.21,387.69
9.79,390.97
12.0,332.81
8.0,362.61
11.98,297.65
9.85,389.4
10.41,318.67
9.87,381.41
12.0,304.03
9.02,391.26
10.51,362.87
11.13,318.75
8.57,377.65
9.4,326.39
10.32,379.98
9.44,339.04
9.52,281.16
10.08,310.7
11.28,332.78
10.09,400.0
11.79,386.05
9.3,400.0
9.0,400.0
12.0,328.61
9.71,342.46
8.93,333.55
8.41,323.14
11.79,276.34
10.09,349.41
10.2,298.58
10.31,348.63
11.72,400.0
10.28,329.63
12.0,357.79
10.66,386.27
11.77,361.21
11.47,361.7
10.46,335.5
9.8,340.72
10.9,311.6
11.11,383.84
9.81,280.34
10.7,388.84
11.98,293.85
12.0,388.5
11.53,335.85
12.0,300.73
9.74,373.17
11.34,387.15
12.0,332.48
9.42,378.82
9.92,258.6
12.0,297.18
9.33,400.0
8.89,341.05
12.0,275.51
11.94,322.05
11.02,313.06
10.45,343.36
9.97,335.17
10.84,357.16
12.0,347.22
10.79,400.0
12.0,366.98
9.42,368.31
10.48,396.61
10.05,334.45
9.2,299.52
10.32,398.28
11.0,355.43
11.13,355.57
12.0,324.67
11.06,325.33
11.88,383.87
10.58,389.39
12.0,381.35
12.0,381.72
11.14,372.76
9.31,355.26
9.84,342.98
10.84,398.41
11.05,335.05
11.34,364.8
11.05,317.84
10.51,323.63
9.74,340.55
10.98,317.84
12.0,381.91
11.72,296.08
11.14,353.97
11.74,355.3
10.05,277.57
9.89,332.36
9.6,360.23
10.35,367.15
9.99,341.83
11.95,377.08
9.93,345.63
9.54,350.55
12.0,360.07
9.96,387.08
10.68,322.97
11.04,330.53
9.14,323.24
11.98,336.71
11.26,400.0
12.0,372.91
9.68,304.76
10.62,325.98
10.55,364.91
10.82,313.74
8.75,320.99
10.63,400.0
8.79,325.46
10.93,388.19
8.0,400.0
8.28,320.66
11.48,314.4
9.84,338.95
9.31,306.45
12.0,354.84
10.89,341.77
11.55,364.42
10.3,400.0
12.0,382.7
9.77,369.57
12.0,271.36
10.43,367.74
8.51,400.0
11.08,229.58
10.88,377.58
9.24,343.63
9.39,316.01
10.47,382.05
10.92,400.0
8.0,381.01
11.76,335.15
9.91,312.26
8.9,355.79
11.63,384.93
10.47,334.52
11.96,338.38
11.03,400.0
10.5,393.15
10.32,396.01
11.08,291.59
10.0,321.71
9.48,352.99
11.23,309.95
10.33,400.0
10.54,400.0
11.81,328.66
10.36,400.0
10.52,349.83
9.78,400.0
11.02,355.79
10.92,373.05
11.58,400.0
9.81,400.0
9.95,370.43
11.45,344.35
10.8,370.57
9.41,317.35
12.0,356.09
8.46,305.63
11.44,278.76
8.98,352.02
12.0,400.0
8.65,387.03
11.88,346.72
10.4,400.0
10.06,327.24
10.72,273.29
11.26,262.72
9.41,302.75
9.52,382.66
11.28,324.61
8.45,368.44
9.8,400.0
12.0,306.0
9.34,369.14
11.88,371.56
9.8,315.57
11.11,400.0
11.29,338.49
11.85,334.65
10.26,400.0
12.0,370.91
9.79,387.01
10.78,400.0
10.79,323.98
9.15,399.99
10.16,329.92
10.69,328.22
9.98,339.12
12.0,325.12
9.49,382.89
11.92,360.69
11.53,330.35
10.48,376.98
9.46,338.99
9.58,336.88
9.88,351.95
8.36,368.54
9.3,365.59
8.72,335.47
12.0,383.88
11.24,341.1
11.44,323.8
11.21,291.28
10.7,389.33
12.0,350.5
9.77,358.43
10.63,391.83
11.4,330.9
8.91,295.02
12.0,352.79
10.53,362.32
10.67,339.49
12.0,400.0
11.6,250.55
10.55,394.8
10.66,381.65
8.7,368.27
9.83,216.56
11.12,400.0
11.03,308.94
11.97,329.69
10.36,343.18
8.84,366.3
11.77,375.58
12.0,385.71
11.58,382.63
10.3,360.12
11.75,366.64
12.0,306.37
10.64,319.96
8.93,385.82
9.8,383.49
11.25,378.95
8.57,329.42
10.7,386.42
10.96,303.55
12.0,393.09
12.0,339.57
11.54,400.0
8.0,289.14
11.61,400.0
11.35,335.54
10.81,334.82
8.42,357.79
9.57,322.12
9.1,347.11
8.08,320.49
10.5,321.96
9.54,369.48
12.0,313.94
10.3,319.27
12.0,295.09
8.62,329.84
9.86,400.0
10.62,316.16
9.41,320.73
9.99,357.76
10.24,335.17
10.22,400.0
12.0,343.5
10.95,363.41
11.08,387.75
11.15,386.98
11.24,359.33
10.4,343.55
10.12,400.0
10.7,346.01
11.89,332.33
11.85,324.17
10.21,280.93
11.42,382.86
10.27,256.08
10.54,349.77
9.93,341.81
10.28,400.0
12.0,276.73
10.61,313.96
10.66,344.56
8.76,342.1
10.13,328.02
10.21,346.76
9.51,299.62
10.53,364.29
9.98,257.14
10.6,348.97
10.65,325.99
9.35,390.65
10.02,400.0
10.59,336.76
11.92,400.0
10.81,337.36
9.71,311.35
10.98,400.0
12.0,370.83
11.6,350.18
11.16,377.49
11.37,360.97
12.0,347.23
11.79,296.94
11.18,339.18
11.78,374.93
9.2,345.09
8.7,386.09
10.69,365.35
10.58,314.87
9.85,297.23
11.49,343.71
8.26,329.03
9.86,363.45
9.92,321.27
8.54,325.38
12.0,392.12
8.87,355.93
9.79,321.89
11.59,350.71
11.28,400.0
9.17,361.75
11.32,373.72
10.85,319.91
12.0,391.06
10.98,400.0
10.33,318.34
9.47,302.72
9.61,357.02
9.51,385.02
12.0,346.34
10.52,307.87
11.18,345.66
12.0,373.92
8.0,333.72
12.0,374.29
10.57,396.59
11.02,359.61
9.51,348.88
9.59,383.17
11.09,315.76
12.0,311.81
11.7,339.34
12.0,330.32
10.27,317.87
9.78,400.0
9.56,400.0
9.91,335.85
8.04,353.67
9.63,342.49
9.83,394.3
10.29,400.0
10.66,278.91
10.93,369.04
10.48,297.73
9.8,400.0
8.14,367.61
9.81,317.07
9.33,340.35
11.06,338.44
11.59,371.0
11.63,391.68
11.41,304.07
10.34,400.0
9.87,400.0
9.6,314.99
8.69,352.91
11.69,400.0
10.29,399.32
9.0,336.53
9.51,382.57
9.46,400.0
10.55,354.21
11.78,324.69
10.08,356.9
8.0,359.86
10.27,329.02
10.31,367.67
10.23,299.82
9.75,323.38
10.76,380.33
10.58,279.81
10.47,386.13
11.0,269.52
9.98,280.75
9.92,330.04
12.0,361.47
11.17,400.0
11.49,352.3
11.97,340.14
11.13,373.18
11.61,315.16
8.6,355.58
10.74,302.02
10.28,353.3
12.0,344.81
11.61,317.83
9.74,356.6
10.95,356.34
10.7,397.02
11.05,285.77
9.28,346.96
10.93,319.59
10.23,384.79
10.84,380.16
9.63,370.32
9.8,321.85
11.91,385.42
9.24,288.79
9.33,280.59
10.44,298.97
9.57,348.66
9.44,377.01
10.63,230.96
8.69,400.0
9.29,355.24
12.0,287.29
11.05,354.04
9.6,393.7
11.0,373.98
11.18,393.96
11.69,295.35
10.35,333.44
11.67,313.01
8.05,400.0
9.23,375.57
10.7,400.0
10.9,331.3
9.41,321.01
10.81,344.29
9.75,400.0
10.17,335.36
11.73,354.98
11.59,353.87
9.3,351.58
9.23,323.9
10.01,344.51
10.47,342.8
9.71,349.7
11.75,387.74
10.92,400.0
10.99,316.38
8.98,334.32
11.9,317.0
8.0,357.48
11.5,328.47
11.62,359.59
9.98,394.15
12.0,248.97
10.42,369.67
10.57,331.59
10.91,368.42
12.0,314.14
12.0,397.85
11.34,386.53
9.4,372.73
10.67,381.73
9.52,320.18
11.49,325.22
10.67,380.1
9.15,319.29
10.6,400.0
9.48,337.06
10.68,370.08
9.47,400.0
10.53,321.75
11.4,352.75
10.44,392.17
10.03,388.05
10.74,336.89
11.34,329.33
9.17,340.67
10.81,400.0
12.0,338.84
11.19,353.12
10.57,332.93
11.27,378.22
11.04,356.22
11.4,309.86
8.07,311.25
8.64,270.06
11.71,316.75
8.69,381.76
10.98,400.0
10.08,377.42
9.3,372.19
10.92,344.94
10.74,381.0
12.0,361.45
9.75,400.0
12.0,346.06
10.92,400.0
9.71,384.96
11.46,379.42
11.18,269.54
10.54,387.17
10.82,344.9
9.78,332.24
9.51,290.68
11.41,349.78
10.23,351.34
10.4,297.88
10.84,291.07
10.82,369.46
8.78,384.87
12.0,357.61
10.65,396.03
10.26,346.54
11.02,347.83
10.78,313.32
11.42,287.59
11.15,400.0
11.36,395.25
12.0,294.3
11.56,356.23
10.31,346.0
9.15,339.04
12.0,333.64
10.21,365.25
9.93,382.73
8.42,366.1
10.91,345.18
10.68,343.71
8.68,387.47
11.04,368.54
9.9,352.91
12.0,348.56
9.82,363.81
9.98,331.27
9.45,382.86
12.0,306.97
10.05,333.54
9.63,374.44
11.35,304.68
8.84,287.08
11.25,352.52
12.0,282.14
11.18,298.05
11.27,380.26
11.54,341.81
12.0,400.0
11.95,301.81
11.03,346.24
11.58,365.98
9.44,303.18
11.43,391.27
9.29,370.43
10.06,285.63
8.0,348.49
10.98,365.44
9.73,326.4
11.83,290.81
10.97,361.14
11.85,400.0
9.2,334.52
11.75,400.0
12.0,319.91
11.42,358.62
11.45,380.86
10.7,349.66
9.87,338.09
11.41,379.05
8.69,400.0
10.0,362.02
8.37,329.36
9.66,342.41
11.27,400.0
11.11,355.4
10.56,326.22
10.7,304.2
8.24,276.96
10.05,364.54
9.68,376.19
9.71,334.13
11.22,349.4
9.47,303.18
9.77,355.32
8.0,369.26
10.15,328.59
9.19,400.0
10.6,316.52
9.36,361.34
10.63,383.93
10.33,346.91
12.0,342.46
11.1,292.85
8.29,400.0
8.98,343.2
10.57,371.49
9.38,376.91
8.0,324.87
12.0,342.1
11.36,400.0
11.13,305.31
9.77,400.0
11.01,320.21
9.65,302.82
10.75,355.29
9.4,400.0
12.0,273.56
8.62,344.36
11.98,369.05
10.55,351.35
9.91,365.28
10.7,321.28
11.38,326.01
12.0,344.06
10.88,304.8
9.43,348.21
10.57,334.45
12.0,331.2
12.0,362.82
11.59,277.17
11.45,340.84
11.34,400.0
11.89,306.56
9.95,400.0
8.87,352.19
10.58,325.88
9.52,297.17
9.23,355.59
9.64,400.0
12.0,334.43
10.66,346.76
10.93,390.41
9.03,363.63
8.29,287.11
9.52,353.96
12.0,400.0
10.9,348.52
11.22,240.34
11.39,365.53
9.79,342.06
12.0,276.84
9.74,282.83
12.0,389.0
11.03,320.7
8.35,313.7
9.6,348.57
8.36,324.23
11.9,354.0
10.47,341.89
8.0,302.0
10.95,329.55
9.86,367.71
8.72,351.68
12.0,346.72
10.63,400.0
10.15,379.24
10.02,384.1
8.68,343.36
8.93,358.81
12.0,332.76
9.93,381.1
10.53,345.58
8.05,358.9
8.92,356.42
11.23,349.27
10.95,400.0
12.0,323.34
12.0,322.97
10.22,377.76
11.07,326.19
10.12,338.34
12.0,306.54
11.88,369.66
10.7,370.17
10.74,337.39
12.0,378.59
11.2,275.67
12.0,321.73
8.0,343.2
11.05,303.11
9.88,280.05
12.0,337.68
12.0,377.76
10.54,400.0
12.0,328.11
12.0,379.33
10.59,375.46
12.0,398.74
10.46,335.99
10.24,278.06
11.54,352.81
10.08,309.45
10.6,321.06
12.0,337.95
10.52,336.44
8.47,355.66
10.94,378.13
9.66,335.29
11.54,365.83
11.34,350.59
12.0,387.42
11.59,342.46
11.81,346.84
9.7,335.02
11.46,343.51
12.0,318.66
9.67,314.7
12.0,381.03
9.84,306.67
9.48,337.24
10.86,390.61
11.36,335.89
11.59,383.15
9.35,326.36
11.02,307.95
9.68,286.21
8.71,400.0
9.39,304.53
9.6,379.89
11.13,310.0
11.88,400.0
8.73,400.0
10.92,282.54
9.09,306.61
11.25,380.93
9.75,370.52
9.24,381.08
11.46,327.05
9.8,400.0
10.12,354.72
8.0,301.32
11.64,339.87
11.49,301.86
10.51,400.0
8.67,323.59
11.95,369.7
9.7,331.17
9.96,325.38
12.0,273.59
9.66,373.93
11.39,400.0
11.17,313.36
10.97,288.19
10.84,382.13
10.95,284.15
10.83,398.78
10.44,313.82
12.0,305.87
8.92,359.94
11.73,308.47
11.49,321.72
11.34,364.16
11.84,252.84
10.39,400.0
